"","ASV_ID","Kingdom","Phylum","Class","Order","Family","Genus","Species","Comment.on.genus","primary_lifestyle","secondary_lifestyle","Comment_on_lifestyle_template","Endophytic_interaction_capability_template","Plant_pathogenic_capacity_template","Decay_substrate_template","Decay_type_template","Aquatic_habitat_template","Animal_biotrophic_capacity_template","Specific_hosts","Growth_form_template","Fruitbody_type_template","Hymenium_type_template","Ectomycorrhiza_exploration_type_template","Ectomycorrhiza_lineage_template","primary_photobiont","secondary_photobiont","Guild"
"ASV102","ASV102","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Exophiala","pisciphila","","animal_parasite","litter_saprotroph","","root_endophyte_dark_septate","root-associated","leaf/fruit/seed,animal_material","","partly_aquatic","animal_parasite/opportunistic_human_parasite","","dimorphic_yeast","","","","","",NA,"Pathotroph"
"ASV103","ASV103","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Lindgomycetaceae","Clohesyomyces","aquaticus","","wood_saprotroph","","","no_endophytic_capacity","","wood","","freshwater","","","filamentous_mycelium","other","","","","",NA,"Saprotroph"
"ASV104","ASV104","Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","Chaetomium","grande","","litter_saprotroph","foliar_endophyte","hypervariable","foliar_endophyte","","wood,leaf/fruit/seed,soil,dung","soft_rot","partly_aquatic","","","filamentous_mycelium","perithecium_(hymenium_hidden,_narrow_opening)","closed","","","",NA,"Saprotroph"
"ASV105","ASV105","Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiales_fam_Incertae_sedis","Cadophora",NA,"","litter_saprotroph","plant_pathogen","ectomycorrhizal_C._finlandica","foliar_endophyte","leaf/fruit/seed_pathogen","leaf/fruit/seed","","partly_aquatic","","","filamentous_mycelium","","","","","",NA,"Saprotroph"
"ASV106","ASV106","Fungi","Basidiomycota","Tremellomycetes","Trichosporonales","Trichosporonaceae","Apiotrichum","dulcitum","","soil_saprotroph","","","","","soil","","partly_aquatic","","","yeast","none","none","","","",NA,"Saprotroph"
"ASV107","ASV107","Fungi","Basidiomycota","Ustilaginomycetes","Ustilaginales","Ustilaginaceae","Pseudozyma",NA,"","epiphyte","foliar_endophyte","mycoparasite_some_species","foliar_endophyte","","leaf/fruit/seed,fungal_material","","partly_aquatic","","","yeast","","","","","",NA,"Unknown"
"ASV108","ASV108","Fungi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown"
"ASV109","ASV109","Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiales_fam_Incertae_sedis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown"
"ASV110","ASV110","Fungi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown"
"ASV111","ASV111","Fungi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown"
"ASV112","ASV112","Fungi","Basidiomycota","Ustilaginomycetes","Ustilaginales","Ustilaginaceae","Pseudozyma",NA,"","epiphyte","foliar_endophyte","mycoparasite_some_species","foliar_endophyte","","leaf/fruit/seed,fungal_material","","partly_aquatic","","","yeast","","","","","",NA,"Unknown"
"ASV113","ASV113","Fungi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown"
"ASV114","ASV114","Fungi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown"
"ASV115","ASV115","Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","Chaetomium","globosum","","litter_saprotroph","foliar_endophyte","hypervariable","foliar_endophyte","","wood,leaf/fruit/seed,soil,dung","soft_rot","partly_aquatic","","","filamentous_mycelium","perithecium_(hymenium_hidden,_narrow_opening)","closed","","","",NA,"Saprotroph"
"ASV116","ASV116","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Cucurbitariaceae","Pyrenochaetopsis","leptospora","","foliar_endophyte","litter_saprotroph","","foliar_endophyte","","leaf/fruit/seed","","non-aquatic","","","filamentous_mycelium","","","","","",NA,"Symbiotroph"
"ASV117","ASV117","Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","Trichocladium","opacum","","unspecified_saprotroph","","","","","","","partly_aquatic","","","filamentous_mycelium","perithecium_(hymenium_hidden,_narrow_opening)","closed","","","",NA,"Saprotroph"
"ASV118","ASV118","Fungi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown"
"ASV119","ASV119","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella","exigua","","soil_saprotroph","root-associated","","root-associated","root-associated","roots,soil","chitinolytic","partly_aquatic","opportunistic_human_parasite","","filamentous_mycelium","none","none","","","",NA,"Saprotroph"
"ASV120","ASV120","Fungi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown"
"ASV121","ASV121","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Debaryomycetaceae","Schwanniomyces","vanrijiae","","nectar/tap_saprotroph","","","","","sugar-rich_substrates","","partly_aquatic","opportunistic_human_parasite","","yeast","none","none","","","",NA,"Saprotroph"
"ASV122","ASV122","Fungi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown"
"ASV123","ASV123","Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown"
"ASV124","ASV124","Fungi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown"
"ASV125","ASV125","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium","oxysporum","","plant_pathogen","litter_saprotroph","hypervariable,_saprotroph,_pathogen,damping-off_pathogen","foliar_endophyte","leaf/fruit/seed_pathogen","leaf/fruit/seed,roots,soil,animal_material","soft_rot","partly_aquatic","opportunistic_human_parasite","","filamentous_mycelium","","","","","",NA,"Pathotroph"
"ASV126","ASV126","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Debaryomycetaceae","Schwanniomyces",NA,"","nectar/tap_saprotroph","","","","","sugar-rich_substrates","","partly_aquatic","opportunistic_human_parasite","","yeast","none","none","","","",NA,"Saprotroph"
"ASV127","ASV127","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium","oxysporum","","plant_pathogen","litter_saprotroph","hypervariable,_saprotroph,_pathogen,damping-off_pathogen","foliar_endophyte","leaf/fruit/seed_pathogen","leaf/fruit/seed,roots,soil,animal_material","soft_rot","partly_aquatic","opportunistic_human_parasite","","filamentous_mycelium","","","","","",NA,"Pathotroph"
"ASV128","ASV128","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Entolomataceae","Entoloma","sericeum","","soil_saprotroph","unspecified_symbiotroph","CHEGD_symbiotrophs,ectomycorrhizal_ca_10%_of_species","root-associated","root-associated","roots,soil","","non-aquatic","","","filamentous_mycelium","agaricoid","gills","medium-distance_smooth","/entoloma","",NA,"Saprotroph"
"ASV129","ASV129","Fungi","Chytridiomycota","Spizellomycetes","Spizellomycetales","Spizellomycetaceae","Spizellomyces",NA,"","pollen_saprotroph","","","","","pollen","","partly_freshwater_(partly_non-aquatic)","","","zoosporic-rhizomycelial_(chytrid-like)","zoosporangium","closed","","","",NA,"Saprotroph"
"ASV130","ASV130","Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","Chaetomium",NA,"","litter_saprotroph","foliar_endophyte","hypervariable","foliar_endophyte","","wood,leaf/fruit/seed,soil,dung","soft_rot","partly_aquatic","","","filamentous_mycelium","perithecium_(hymenium_hidden,_narrow_opening)","closed","","","",NA,"Saprotroph"
"ASV131","ASV131","Fungi","Basidiomycota","Agaricomycetes","Hymenochaetales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown"
"ASV132","ASV132","Fungi","Basidiomycota","Agaricomycetes","Hymenochaetales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown"
"ASV133","ASV133","Fungi","Ascomycota","Sordariomycetes","Chaetosphaeriales","Chaetosphaeriaceae","Chloridium","aseptatum","","litter_saprotroph","wood_saprotroph","","root-associated","root_pathogen","wood,leaf/fruit/seed,roots,animal_material","","partly_aquatic","opportunistic_human_parasite","","filamentous_mycelium","none","none","","","",NA,"Saprotroph"
"ASV134","ASV134","Fungi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown"
"ASV135","ASV135","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Lycoperdaceae","Calvatia","gigantea","","soil_saprotroph","","","","","soil","","non-aquatic","","","filamentous_mycelium","gasteroid","closed","","","",NA,"Saprotroph"
"ASV136","ASV136","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Lindgomycetaceae","Clohesyomyces","aquaticus","","wood_saprotroph","","","no_endophytic_capacity","","wood","","freshwater","","","filamentous_mycelium","other","","","","",NA,"Saprotroph"
"ASV137","ASV137","Fungi","Basidiomycota","Microbotryomycetes","Leucosporidiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown"
"ASV138","ASV138","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Mariannaea","fusiformis","","wood_saprotroph","soil_saprotroph","","","","wood,leaf/fruit/seed,soil","","partly_aquatic","","","filamentous_mycelium","","","","","",NA,"Saprotroph"
"ASV139","ASV139","Fungi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown"
"ASV140","ASV140","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Cucurbitariaceae","Pyrenochaetopsis","leptospora","","foliar_endophyte","litter_saprotroph","","foliar_endophyte","","leaf/fruit/seed","","non-aquatic","","","filamentous_mycelium","","","","","",NA,"Symbiotroph"
"ASV141","ASV141","Fungi","Ascomycota","Sordariomycetes","Sordariales","Lasiosphaeriaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown"
"ASV142","ASV142","Fungi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown"
"ASV143","ASV143","Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","Chaetomium","globosum","","litter_saprotroph","foliar_endophyte","hypervariable","foliar_endophyte","","wood,leaf/fruit/seed,soil,dung","soft_rot","partly_aquatic","","","filamentous_mycelium","perithecium_(hymenium_hidden,_narrow_opening)","closed","","","",NA,"Saprotroph"
"ASV144","ASV144","Fungi","Chytridiomycota","Spizellomycetes","Spizellomycetales","Spizellomycetaceae","Spizellomyces","dolichospermus","","pollen_saprotroph","","","","","pollen","","partly_freshwater_(partly_non-aquatic)","","","zoosporic-rhizomycelial_(chytrid-like)","zoosporangium","closed","","","",NA,"Saprotroph"
"ASV145","ASV145","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium","chlamydosporum","","plant_pathogen","litter_saprotroph","hypervariable,_saprotroph,_pathogen,damping-off_pathogen","foliar_endophyte","leaf/fruit/seed_pathogen","leaf/fruit/seed,roots,soil,animal_material","soft_rot","partly_aquatic","opportunistic_human_parasite","","filamentous_mycelium","","","","","",NA,"Pathotroph"
"ASV146","ASV146","Fungi","Basidiomycota","Tremellomycetes","Trichosporonales","Trichosporonaceae","Apiotrichum","dulcitum","","soil_saprotroph","","","","","soil","","partly_aquatic","","","yeast","none","none","","","",NA,"Saprotroph"
"ASV147","ASV147","Fungi","Chytridiomycota","Spizellomycetes","Spizellomycetales","Spizellomycetaceae","Spizellomyces","dolichospermus","","pollen_saprotroph","","","","","pollen","","partly_freshwater_(partly_non-aquatic)","","","zoosporic-rhizomycelial_(chytrid-like)","zoosporangium","closed","","","",NA,"Saprotroph"
"ASV148","ASV148","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella","minutissima","","soil_saprotroph","root-associated","","root-associated","root-associated","roots,soil","chitinolytic","partly_aquatic","opportunistic_human_parasite","","filamentous_mycelium","none","none","","","",NA,"Saprotroph"
"ASV149","ASV149","Fungi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown"
"ASV150","ASV150","Fungi","Chytridiomycota","Spizellomycetes","Spizellomycetales","Spizellomycetaceae","Spizellomyces",NA,"","pollen_saprotroph","","","","","pollen","","partly_freshwater_(partly_non-aquatic)","","","zoosporic-rhizomycelial_(chytrid-like)","zoosporangium","closed","","","",NA,"Saprotroph"
"ASV151","ASV151","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pyronemataceae","Scutellinia",NA,"","wood_saprotroph","soil_saprotroph","","","","wood,leaf/fruit/seed,soil","","partly_freshwater_(partly_non-aquatic)","","","filamentous_mycelium","apothecium_(hymenium_on_surface)","smooth","","","",NA,"Saprotroph"
"ASV152","ASV152","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Entolomataceae","Entoloma","sericeum","","soil_saprotroph","unspecified_symbiotroph","CHEGD_symbiotrophs,ectomycorrhizal_ca_10%_of_species","root-associated","root-associated","roots,soil","","non-aquatic","","","filamentous_mycelium","agaricoid","gills","medium-distance_smooth","/entoloma","",NA,"Saprotroph"
"ASV153","ASV153","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Debaryomycetaceae","Schwanniomyces","vanrijiae","","nectar/tap_saprotroph","","","","","sugar-rich_substrates","","partly_aquatic","opportunistic_human_parasite","","yeast","none","none","","","",NA,"Saprotroph"
"ASV154","ASV154","Fungi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown"
"ASV155","ASV155","Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","Trichocladium","opacum","","unspecified_saprotroph","","","","","","","partly_aquatic","","","filamentous_mycelium","perithecium_(hymenium_hidden,_narrow_opening)","closed","","","",NA,"Saprotroph"
"ASV156","ASV156","Fungi","Basidiomycota","Agaricomycetes","Agaricales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown"
"ASV157","ASV157","Fungi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown"
"ASV158","ASV158","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Bionectriaceae","Clonostachys",NA,"","wood_saprotroph","plant_pathogen","mycoparasite_and_litter_saprotroph_some_species","","leaf/fruit/seed_pathogen","wood,leaf/fruit/seed,fungal_material,animal_material","","non-aquatic","nematophagous","","filamentous_mycelium","","","","","",NA,"Saprotroph"
"ASV159","ASV159","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pyronemataceae","Scutellinia",NA,"","wood_saprotroph","soil_saprotroph","","","","wood,leaf/fruit/seed,soil","","partly_freshwater_(partly_non-aquatic)","","","filamentous_mycelium","apothecium_(hymenium_on_surface)","smooth","","","",NA,"Saprotroph"
"ASV160","ASV160","Fungi","Basidiomycota","Tremellomycetes","Trichosporonales","Trichosporonaceae","Apiotrichum",NA,"","soil_saprotroph","","","","","soil","","partly_aquatic","","","yeast","none","none","","","",NA,"Saprotroph"
"ASV161","ASV161","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Mariannaea","fusiformis","","wood_saprotroph","soil_saprotroph","","","","wood,leaf/fruit/seed,soil","","partly_aquatic","","","filamentous_mycelium","","","","","",NA,"Saprotroph"
"ASV162","ASV162","Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown"
"ASV163","ASV163","Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiales_fam_Incertae_sedis","Cadophora",NA,"","litter_saprotroph","plant_pathogen","ectomycorrhizal_C._finlandica","foliar_endophyte","leaf/fruit/seed_pathogen","leaf/fruit/seed","","partly_aquatic","","","filamentous_mycelium","","","","","",NA,"Saprotroph"
"ASV164","ASV164","Fungi","Ascomycota","Sordariomycetes","Sordariales","Lasiosphaeriaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown"
"ASV165","ASV165","Fungi","Ascomycota","Sordariomycetes","Glomerellales","Plectosphaerellaceae","Gibellulopsis","piscis","","plant_pathogen","litter_saprotroph","","","leaf/fruit/seed_pathogen","leaf/fruit/seed","","partly_aquatic","","","filamentous_mycelium","none","none","","","",NA,"Pathotroph"
"ASV166","ASV166","Fungi","Basidiomycota","Tremellomycetes","Trichosporonales","Trichosporonaceae","Apiotrichum","dulcitum","","soil_saprotroph","","","","","soil","","partly_aquatic","","","yeast","none","none","","","",NA,"Saprotroph"
"ASV167","ASV167","Fungi","Ascomycota","Sordariomycetes","Glomerellales","Plectosphaerellaceae","Gibellulopsis",NA,"","plant_pathogen","litter_saprotroph","","","leaf/fruit/seed_pathogen","leaf/fruit/seed","","partly_aquatic","","","filamentous_mycelium","none","none","","","",NA,"Pathotroph"
"ASV168","ASV168","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Lindgomycetaceae","Clohesyomyces","aquaticus","","wood_saprotroph","","","no_endophytic_capacity","","wood","","freshwater","","","filamentous_mycelium","other","","","","",NA,"Saprotroph"
"ASV169","ASV169","Fungi","Chytridiomycota","Rhizophlyctidomycetes","Rhizophlyctidales","Rhizophlyctidaceae","Rhizophlyctis","rosea","","litter_saprotroph","algal_parasite","","","algal_parasite","leaf/fruit/seed,algal_material","","non-aquatic","","","zoosporic-rhizomycelial_(chytrid-like)","zoosporangium","closed","","","",NA,"Saprotroph"
"ASV170","ASV170","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella","exigua","","soil_saprotroph","root-associated","","root-associated","root-associated","roots,soil","chitinolytic","partly_aquatic","opportunistic_human_parasite","","filamentous_mycelium","none","none","","","",NA,"Saprotroph"
"ASV171","ASV171","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Chaetothyriaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown"
"ASV172","ASV172","Fungi","Basidiomycota","Ustilaginomycetes","Ustilaginales","Ustilaginaceae","Ustilago","nunavutica","","plant_pathogen","","","no_endophytic_capacity","leaf/fruit/seed_pathogen","","","partly_aquatic","","Poaceae","dimorphic_yeast","smut","other","","","",NA,"Pathotroph"
"ASV173","ASV173","Fungi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown"
"ASV174","ASV174","Fungi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown"
"ASV175","ASV175","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Exophiala","pisciphila","","animal_parasite","litter_saprotroph","","root_endophyte_dark_septate","root-associated","leaf/fruit/seed,animal_material","","partly_aquatic","animal_parasite/opportunistic_human_parasite","","dimorphic_yeast","","","","","",NA,"Pathotroph"
"ASV176","ASV176","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium","oxysporum","","plant_pathogen","litter_saprotroph","hypervariable,_saprotroph,_pathogen,damping-off_pathogen","foliar_endophyte","leaf/fruit/seed_pathogen","leaf/fruit/seed,roots,soil,animal_material","soft_rot","partly_aquatic","opportunistic_human_parasite","","filamentous_mycelium","","","","","",NA,"Pathotroph"
"ASV177","ASV177","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Lindgomycetaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown"
"ASV178","ASV178","Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown"
"ASV179","ASV179","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Debaryomycetaceae","Schwanniomyces","vanrijiae","","nectar/tap_saprotroph","","","","","sugar-rich_substrates","","partly_aquatic","opportunistic_human_parasite","","yeast","none","none","","","",NA,"Saprotroph"
"ASV180","ASV180","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Exophiala","pisciphila","","animal_parasite","litter_saprotroph","","root_endophyte_dark_septate","root-associated","leaf/fruit/seed,animal_material","","partly_aquatic","animal_parasite/opportunistic_human_parasite","","dimorphic_yeast","","","","","",NA,"Pathotroph"
"ASV181","ASV181","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Lycoperdaceae","Calvatia","gigantea","","soil_saprotroph","","","","","soil","","non-aquatic","","","filamentous_mycelium","gasteroid","closed","","","",NA,"Saprotroph"
"ASV182","ASV182","Fungi","Ascomycota","Sordariomycetes","Glomerellales","Plectosphaerellaceae","Gibellulopsis",NA,"","plant_pathogen","litter_saprotroph","","","leaf/fruit/seed_pathogen","leaf/fruit/seed","","partly_aquatic","","","filamentous_mycelium","none","none","","","",NA,"Pathotroph"
"ASV183","ASV183","Fungi","Ascomycota","Leotiomycetes","Thelebolales","Pseudeurotiaceae","Pseudeurotium","hygrophilum","","dung_saprotroph","soil_saprotroph","","","","soil,dung","","partly_aquatic","","","filamentous_mycelium","cleistothecium_(closed,_spherical)","closed","","","",NA,"Saprotroph"
